
2017.09.23 16.41.11 "[i1] Received(p1): 'Apple' $2.10"
2017.09.23 16.41.11 "[i1] Received(p1): 'Pineapple' $2.66"
2017.09.23 16.41.11 "[i2] Refuse(r): 'Apple'"
2017.09.23 16.41.11 "[i2] Refuse(r): 'Guava'"
2017.09.23 16.41.11 "[i1] acceptProposal(p1): Pineapple $2.66"
2017.09.23 16.41.11 "[i1] rejectProposal(p2): Pineapple $3.49"
2017.09.23 16.41.11 "[i2] Refuse(p2): 'Guava'"
2017.09.23 16.41.11 "[i2] Received(p2): 'Apple' $2.06"
2017.09.23 16.41.11 "[i2] Refuse(p1): 'Guava'"
2017.09.23 16.41.11 "[i2] Received(p1): 'Apple' $3.63"
2017.09.23 16.41.11 "[i2] Refuse(r): 'Pineapple'"
2017.09.23 16.41.11 "[i2] Received(p2): 'Pineapple' $4.15"
2017.09.23 16.41.11 "[i2] acceptProposal(p2): Apple $2.06"
2017.09.23 16.41.11 "[i2] rejectProposal(p1): Apple $3.63"
2017.09.23 16.41.11 "[i2] Received(p1): 'Pineapple' $2.94"
2017.09.23 16.41.11 "[i2] acceptProposal(p1): Pineapple $2.94"
2017.09.23 16.41.11 "[i2] rejectProposal(p2): Pineapple $4.15"
